X,X14.3.3_beta,X14.3.3_epsilon_Caution,X14.3.3_zeta,X4E.BP1,X4E.BP1_pS65,X4E.BP1_pT37_T46,X4E.BP1_pT70,X53BP1,A.Raf_pS299_Caution,ACC_pS79,ACC1_Caution,Acetyl.a.Tubulin..Lys40._Caution,ACVRL1_Caution,ADAR1,Akt,Akt_pS473,Akt_pT308,alpha.Catenin,AMPK_alpha_Caution,AMPK_pT172,Annexin.1,Annexin_VII,AR,ASNS,ATM,B.Raf_Caution,B.Raf_pS445,Bad_pS112,Bak_Caution,Bap1.c.4,Bax,Bcl.2,Bcl.xL,Beclin_Caution,beta.Catenin,beta.Catenin_pT41_S45,beta.Actin_Caution,Bid_Caution,Bim.CST2933.,Bim.EP1036.,BRCA2_Caution,c.Jun_pS73,c.Kit,c.Met_Caution,c.Met_pY1235,c.Myc_Caution,C.Raf.BD610151._Caution,C.Raf.MP05.739.,C.Raf_pS338,Caspase.7_cleavedD198_Caution,Caspase.8_Caution,Caveolin.1,CD20._Caution,CD31,CD49b,CDK1,Chk1_Caution,Chk1_pS345_Caution,Chk2,Chk2_pT68_Caution,cIAP_Caution,Claudin.7,Collagen_VI,Cyclin_B1,Cyclin_D1,Cyclin_E1,Cyclin_E2_Caution,Di.Ras3_Caution,DJ.1,Dvl3,E.Cadherin,eEF2_Caution,eEF2K,EGFR,EGFR_pY1068_Caution,EGFR_pY1173,eIF4E,eIF4G_Caution,ER.alpha,ER.alpha_pS118,ERCC1_Caution,ERK2_Caution,ETS.1,FASN,Fibronectin,FoxM1,FOXO3a_Caution,FOXO3a_pS318_S321_Caution,FRA1_Caution,G6PD,Gab2,GAPDH_Caution,GATA3,GSK.3.BETA_Caution,GSK3.alpha.beta,GSK3.alpha.beta_pS21_S9,GSK3_pS9,HER2,HER2_pY1248_Caution,HER3,HER3_pY1289_Caution,Heregulin,HSP70_Caution,IGFBP2,INPP4B,IRS1,JAK2,JNK_pT183_Y185,JNK2_Caution,Ku80_Caution,Lck,MAPK_pT202_Y204,MDM2_pS166,MDMX_MDM4.BetIHC.00108._Caution,MEK1,MEK1_pS217_S221,MIG.6,Mre11_Caution,MSH2,MSH6_Caution,mTOR,mTOR_pS2448_Caution,MYH11,Myosin.IIa.pS1943,N.Cadherin,N.Ras,NDRG1_pT346,NF.kB.p65_pS536_Caution,NF2_Caution,Notch1,P.Cadherin_Caution,p14.Arf.BetA300.340A._Caution,p21,p27,p27_pT157_Caution,p27_pT198,p38.alpha.MAPK,p38_MAPK,p38_pT180_Y182,p53_Caution,p62.Lck.ligand_Caution,p70S6K,p70S6K_pT389,p90RSK_Caution,p90RSK_pT359_S363_Caution,p90RSK_pT573_Caution,PAI.1,PARP_cleaved_Caution,Paxillin_Caution,PCNA_Caution,PDCD4_Caution,PDK1,PDK1_pS241,PEA15,PEA15_pS116,PI3K.p110.alpha_Caution,PI3K.p85,PKC.alpha,PKC.alpha_pS657_Caution,PKC.delta_pS664,PKC.pan_BetaII_pS660,Porin,PR,PRAS40_pT246,PRDX1,PREX1,PTEN,Rab25,Rad50,RAD51,Raptor,Rb_Caution,Rb_pS807_S811,RBM15,Rictor_Caution,Rictor_pT1135,RSK1.2.3_Caution,S6_pS235_S236,S6_pS240_S244,SCD1,SETD2_Caution,SF2,Shc_pY317,SHP.2_pY542_Caution,Smac_Caution,Smad1,Smad3,Smad4,Snail_Caution,Src,Src_pY416_Caution,Src_pY527,STAT3_Caution,STAT3_pY705,STAT5.alpha,Stathmin,Syk,TAZ,TFRC,TIGAR,Transglutaminase,TSC1_Caution,TTF1,Tuberin,Tuberin_pT1462,VAV1_Caution,VEGFR2,VHL_Caution,XBP1_Caution,XRCC1_Caution,YAP_Caution,YAP_pS127_Caution,YB.1,YB.1_pS102
JL1_PLEURA,0.124679,0.129405,-0.174045,-0.225457,-0.039035,-0.084301,0.041603,0.321294,-0.000887,0.120041,-0.024403,-0.099003,-0.155266,-0.523762,-0.407595,0.023014,-0.544331,0.264964,-0.095375,-0.060602,0.51615,0.029756,0.447748,-1.012485,-1.090181,-0.317812,-0.194772,0.422613,-0.171594,-2.062107,-0.005129,-0.506524,0.809721,-0.028616,1.109435,0.700548,1.135775,0.222255,-0.426026,-0.398962,0.260384,0.211261,0.676085,0.310797,-0.093075,-0.144375,-0.416636,0.211961,-0.036058,-0.692343,1.005993,2.839798,0.124094,-0.456837,0.355877,0.220731,-0.958477,-0.131959,-0.658863,-0.323024,-0.397065,-0.306753,-0.197226,-0.931947,0.578796,0.477962,-0.138676,-0.099931,-0.16979,0.421691,-1.457429,1.371652,0.290864,1.835696,-0.215229,0.034438,0.044107,0.238565,-0.497052,0.011894,0.073362,-0.072203,0.548676,-0.140669,1.624386,-0.713171,-0.217928,0.084077,0.733609,0.606166,-1.442822,0.61703,-0.53831,-0.511157,0.001958,0.829561,0.678094,0.256962,-0.312864,-0.243749,-0.021945,0.392546,0.146309,-0.029126,-0.45991,-0.628095,-0.12887,0.271857,0.019853,-0.647785,0.307136,0.989989,0.498129,-0.573854,0.115231,0.770372,-0.081103,-0.174368,-0.360678,-0.170367,0.649851,0.532412,-0.026548,0.79305,0.805919,-0.144532,0.861971,2.018204,-1.650412,0.303797,-0.420145,-0.326295,0.81094,-0.101331,-0.139505,-0.047648,-0.154651,-0.272493,0.83768,-0.37712,1.142199,-0.108347,0.580255,-0.454931,-0.105357,0.341171,4.898217,-0.671568,0.345603,-0.104116,-0.803185,-0.082616,-0.298301,0.416451,1.627135,-0.176452,-0.193372,1.853689,1.147068,0.50188,0.639975,0.005803,-0.013342,0.028148,-0.023322,-0.367987,0.754269,-0.179303,0.468335,-0.613657,0.328248,-0.32226,-0.962915,0.076005,0.323532,0.32128,-0.92394,1.628367,1.312514,0.019521,-0.010464,-0.169279,-0.122854,-0.257311,0.236415,-0.073919,0.567226,-0.067641,-0.259789,0.210072,1.296817,-0.578288,1.04658,0.393878,2.068792,-0.346453,-2.210567,0.21011,0.188685,0.205742,-0.303436,-0.356883,0.684147,0.282013,0.442627,-0.436016,0.589107,-1.306567,0.438672,-0.009417,-0.053084,-0.538636,0.337321,0.070051
HPBALL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.074803,0.039742,0.084173,0.115457,0.014437,-0.389384,0.070583,-0.621072,0.158798,0.014933,-0.121758,-0.24294,0.032301,-0.024251,0.56969,-0.908604,0.552786,-1.004026,-0.003027,1.043009,-1.604889,-0.365784,-0.218708,-2.801665,0.104913,0.715914,0.502349,0.172947,0.112955,0.134799,-0.321059,1.09396,-0.439573,-0.086107,-2.671505,-0.360968,0.952159,-0.155309,-1.897804,-1.301787,-0.008415,0.662438,-0.341507,-0.101941,0.066146,0.711533,0.346265,0.370563,0.329249,-0.104721,0.103325,-2.410079,0.0747,0.055859,-0.902932,1.052631,0.679382,1.694873,0.472382,-0.143268,0.260817,-0.6705,-0.198144,0.861636,-0.306435,0.170297,0.8988,0.032277,-0.0154,0.207813,-0.466572,-0.400286,0.121009,-1.202648,-0.283302,-0.235506,0.159502,0.359478,0.140776,0.033639,-0.032894,0.014112,0.377697,-0.452017,-0.601696,0.434477,-0.052327,0.05497,-0.369275,-0.985103,1.127562,0.896555,0.551895,0.43092,-0.053798,-0.315722,-0.070587,-1.019368,0.06023,-0.301804,0.295887,-0.211031,0.078961,1.627426,0.03899,0.73251,0.241335,1.616818,-0.142715,0.1694,2.829264,0.156915,-0.704945,0.480885,0.382043,0.34203,-0.200375,-0.091818,-0.247625,-1.819274,-0.132578,-0.526783,-0.047983,-1.968579,-0.486613,0.092692,-0.263584,-0.61863,-0.432918,0.742705,-0.61033,1.271669,0.102866,0.542672,0.096207,0.155306,0.221421,0.320693,1.63617,-0.572102,-1.523548,0.298918,-0.6494,-0.531713,-0.051608,-0.298592,-1.252099,-0.006986,-0.562,0.661766,0.117471,-0.357714,-0.389248,-0.63487,0.089618,0.671962,0.482182,0.838989,1.16687,0.15048,-0.0048,-0.099944,-0.146723,0.205647,-0.419116,-0.363467,-0.068473,0.835665,0.077802,0.978009,0.010972,1.875888,2.681177,-0.270649,0.282169,-0.207345,-0.647223,-2.580299,-1.426554,0.29773,-0.16149,0.185759,0.380923,2.254087,-0.336702,0.433177,0.415491,0.213507,-0.313513,-1.167505,2.506676,0.181202,-0.311141,0.225193,-0.264889,0.718226,-1.452085,-0.097006,1.221385,0.092014,-0.347994,-0.467656,-0.12396,0.002815,-0.044241,5.631925,-1.179174,-1.433935,0.054321,0.17214,-1.101885,-2.22971,-0.174028,-1.068707
MOTN1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.140169,-0.068259,0.233135,-0.588263,-0.507818,-0.60668,-0.575839,-0.652559,-0.200309,-1.11906,-0.892319,-0.354328,0.020117,0.010255,0.372436,-1.325741,0.155357,-0.89833,0.069613,-0.533164,0.454783,0.129387,-0.022289,-0.795912,1.314489,1.036564,0.638741,0.265103,0.07389,0.374312,0.595107,1.468221,-0.637336,0.407736,-3.942524,0.165992,0.99198,0.01764,0.352117,0.24113,0.816354,0.146956,0.054285,-0.466633,0.202368,0.850026,0.968878,0.558294,0.113506,3.905301,0.999851,-3.339858,-0.032827,0.073398,0.051023,-0.075113,0.975921,0.434989,0.254942,-0.085571,-0.236831,-0.350095,0.57641,-1.133977,-0.068219,-0.816465,0.080313,0.125592,1.077618,0.448137,-1.557867,-0.204847,0.554202,-1.59943,-0.258193,0.045666,0.402512,0.195775,0.103199,-0.050524,-0.007594,-0.017212,-0.419748,-0.414941,-0.074012,0.25538,0.327913,-0.145908,-0.421909,-0.523265,-1.880442,0.576022,-0.652741,0.383924,0.284645,-0.635728,-0.296082,-1.843244,-0.435751,-0.452496,0.01698,-0.124959,0.027226,-0.192682,0.298088,-0.315997,0.439139,0.329941,0.32732,0.008136,3.312734,-1.519871,-0.807327,0.008608,0.653945,-0.801122,-0.190073,0.200433,0.07244,-0.104786,-0.16932,-0.333005,0.099857,0.050494,-0.658617,0.268874,-0.464669,0.343443,0.169405,-0.329388,-0.787394,0.809955,0.762561,0.483988,0.03981,0.328074,-0.452108,-0.992544,-0.475904,-0.405954,-1.272265,0.722566,-0.60955,0.262411,0.204434,-0.943081,-0.94349,0.537228,-2.276349,0.151091,0.762901,0.450027,0.524097,-0.112619,-0.062181,-0.070089,1.637138,-0.82051,-1.265564,1.026177,1.431492,-0.083105,-0.012374,-0.371888,0.187806,-0.147289,0.351885,-0.209204,0.403908,0.282451,0.009693,0.441964,0.414342,0.099878,-0.007011,0.006377,0.213714,-3.741478,-3.426426,-0.237714,0.020658,0.166301,-0.2631,-0.097748,-0.339052,-0.30388,-0.021663,0.298682,0.012389,-1.102974,2.674915,0.693179,-1.566634,-0.44004,2.858697,0.696351,-1.820035,-0.014355,0.826317,-0.004741,-0.411265,0.104951,-0.369998,-0.028176,-0.223489,4.852149,-3.107878,-2.340408,-0.137824,0.010523,-0.885774,-3.161881,-0.170191,-0.410029
OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.072402,0.130916,-0.216359,0.379215,-0.282836,0.071609,0.12214,-0.257626,0.053095,-0.143127,-0.035831,-0.442498,0.921164,0.364876,0.735212,-0.105639,-0.295753,-0.88984,-0.354034,-1.017914,-1.007969,-0.424736,-0.026729,0.210091,1.333274,0.661705,0.442868,0.093997,-0.122034,0.167121,0.093191,2.070647,-0.7012,0.26648,-3.389371,-0.144715,-0.337797,0.05145,0.775392,0.685863,-0.020812,-0.019311,-0.335648,-0.020198,0.085393,0.04111,0.812709,0.640992,0.436226,-0.409712,0.066492,-2.890353,0.0747,0.42572,-0.761955,0.048301,0.13698,-0.111098,0.172524,-0.19016,0.077104,-0.719887,-0.196489,0.360929,-0.215617,0.110259,-0.123635,0.028178,0.24193,0.143185,-0.507698,-0.082393,-0.093579,-1.334573,-0.408789,-0.152724,0.011117,0.42256,0.257576,-0.067504,-0.105561,-0.063231,-0.353478,0.295482,-0.050929,0.352886,0.173193,-0.052897,-0.243878,-0.480098,-0.055657,-1.433583,-0.202713,-0.018611,-0.333583,0.118332,0.215448,-1.04174,-0.499984,-0.414866,0.092649,-0.189656,-0.123705,-0.573818,1.285568,0.106327,0.221599,0.324883,-0.183615,-0.075272,1.370054,-0.294987,-0.543887,1.462461,0.281324,0.271356,0.00151,0.064863,0.12269,-0.179522,0.077544,0.072995,-0.231166,0.074504,-0.526578,0.137045,0.499195,-0.780493,-0.180253,0.529112,-0.465644,-0.024105,-0.359553,0.033067,0.077195,0.245269,0.53751,0.893647,0.310581,-0.228974,-0.952322,1.232992,-0.381538,0.840243,-0.027287,0.01274,-0.682149,0.175248,-1.484189,-0.027056,1.386483,0.211093,0.188806,-0.202595,0.056009,-0.270802,1.180022,-0.134595,-0.515885,0.548481,1.797084,-0.156901,0.01713,-0.193502,-0.74117,1.952457,0.935906,0.780112,0.242406,0.123321,0.223605,0.278817,0.081783,0.511793,0.26448,0.001125,0.879729,-0.722894,-1.192711,-0.184915,-0.159702,0.147361,0.006396,-0.362637,-0.738583,-0.00809,0.000638,0.265187,0.784357,0.806202,2.216725,-0.764447,-0.58029,-0.290891,-0.45918,-0.123377,4.390373,-0.33054,-2.241025,-0.200777,-0.207332,0.595085,-0.261066,0.17918,0.442923,5.903099,-0.465089,-1.479933,-0.080201,-0.107002,-0.483551,-2.809731,-0.263938,-0.29479
KASUMI6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.187746,0.536938,-0.220941,0.356698,0.468596,0.81836,-0.011976,-0.234693,0.343483,-0.580488,-0.206255,0.217428,0.514772,0.337088,-0.020657,-1.090713,-0.675195,-0.7908,0.014507,-0.400545,0.540081,0.847574,1.952191,-0.701514,0.348506,-1.293419,0.139761,-0.297205,-0.178205,-0.148939,0.236482,2.719068,-0.345894,0.319327,-3.919522,-0.090687,-0.39173,0.215614,-0.253739,-0.304886,-0.169075,-0.216679,2.452032,0.317257,0.13529,0.314599,-0.080854,-0.006106,0.420893,0.908989,0.480362,-3.006879,-0.084985,1.28034,-0.358603,-0.478335,0.736108,0.105332,1.369066,1.405122,-0.027565,0.005239,0.670401,0.270308,-0.871011,-0.135993,-0.207577,0.322165,0.690614,-0.09941,-1.192197,-0.081437,-0.029424,-1.385257,-0.469115,0.11387,0.551095,-1.50813,0.290293,-0.231811,0.126066,0.434777,-0.528193,-0.250814,1.055494,-1.231287,0.238631,-0.22864,-0.665358,-0.077636,0.723916,-1.08623,-0.333183,-0.285545,0.058703,-0.49391,-0.471807,-1.725832,-0.387613,-1.046044,0.059692,-0.035192,0.117484,2.300197,0.374107,-0.134998,0.760418,-0.211551,-0.111604,-0.15731,0.609656,-0.834966,-1.069389,-0.065101,-0.184016,-0.244423,-0.16666,0.369833,0.365132,-0.495142,0.025948,0.314844,0.271684,-0.254864,-0.419556,0.481008,-0.87168,-0.293562,0,-0.498707,-0.566696,0.384649,-0.956798,0.01559,0.450793,-0.073248,1.220885,1.732794,-1.518099,0.788738,-0.003883,0.380618,1.266792,0.739603,0.269125,-0.541178,-0.468999,0.002262,-2.093356,0.373645,2.113642,-0.115187,-0.412421,-0.439379,-0.160052,0.302535,1.984328,-0.971022,-1.740263,0.06146,-0.360863,0.165337,0.271844,-0.357022,-0.192224,1.29572,1.431845,0.29338,0.227725,0.609857,0.226427,0.416916,0.866176,-0.087739,-0.763688,0.072522,0.838188,-2.905034,-3.200085,-0.192522,0.10587,-0.277355,0.32287,0.867231,-0.410229,0.569325,-0.424792,0.641756,-0.126939,-0.83485,0.471355,-0.93531,0.477932,-0.027453,2.492976,0.902969,3.978454,-0.226742,0.247586,-0.396356,-0.395657,-0.16377,-0.801336,-0.017357,0.049581,5.56957,-2.58365,-1.99295,0.003705,0.525594,-0.709642,-3.166627,-0.32347,-0.162822
UACC893_BREAST,-0.099328,0.092439,-0.000268,0.461909,0.698914,0.702645,0.110398,-0.790954,0.674682,-0.287229,-0.583019,0.469079,0.04831,0.0872,-0.293236,3.699541,3.06257,0.526867,0.296688,-1.171724,-0.470465,0.743711,1.086134,-0.820827,-1.210142,-0.2362,-0.20657,0.348708,-0.266239,-0.250798,-1.156668,0.124783,-0.567884,-0.05616,-0.067221,0.156237,-0.388321,-0.09006,0.89105,0.529367,0.158135,0.140355,-0.204076,-0.040492,-0.022659,0.555375,-0.652745,-0.270381,0.274723,-0.130403,-0.487465,-2.642554,-0.252326,0.307367,-0.05674,0.080432,-0.101363,-0.114242,-0.184889,0.22169,-0.323527,2.834494,0.891317,0.017192,-0.220169,-0.335215,0.022075,-0.197665,0.779793,-0.448608,3.98067,-0.372885,-0.344259,-0.147998,3.623352,-0.00381,0.176221,-0.242003,0.555196,-0.127073,-0.224766,-0.987492,-0.652407,1.174407,-0.463876,0.43779,0.288454,0.041775,-1.1772,3.308586,1.533791,-0.48536,0.564172,0.779075,0.226653,1.483134,1.663139,5.014069,4.204083,0.748227,0.487328,0.167662,0.563171,0.120514,0.701713,-0.375109,-0.903678,0.46256,-0.185694,-0.48967,-0.946821,0.824649,-0.096001,-0.270061,0.525596,0.607777,-0.012955,0.046391,0.122142,0.345002,0.072207,0.5451,-0.420425,-1.47315,-0.401735,0.197309,1.550877,0.84388,-0.751214,-0.087791,1.930034,-0.758835,-0.626547,0.079889,0.369113,0.079805,-0.002842,0.137812,0.260348,0.006524,-0.141687,0.45649,2.058954,0.15608,0.412922,0.810611,-0.611628,0.052185,-0.081245,-0.696845,0.625016,0.173885,0.351521,-0.706611,-0.149748,-0.104643,-0.229017,-0.313047,-0.422927,-0.112821,0.012728,0.231676,0.006153,1.173527,0.775798,0.969182,-0.400043,1.128587,-0.143377,0.687539,-0.248436,-0.561978,0.240226,-0.412235,-0.05548,0.694691,0.304209,1.109064,1.195179,-0.032021,-0.305569,-0.249934,1.042033,0.845195,0.276875,-0.053896,-0.196547,0.346112,-0.274731,0.047503,0.373846,0.730262,-0.228926,-0.00035,-0.707594,-0.096026,-0.621126,-0.087913,0.317281,-0.058671,-0.660657,-0.426899,-0.318397,-0.311224,0.836618,0.620559,-0.498059,-0.359968,-0.083193,-0.498993,-0.3433,-0.783833,-0.138098,0.448448
LAMA84_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.113697,-0.196307,1.3471,1.393725,-0.308415,0.399277,-0.208848,0.133445,-0.175944,0.585794,-0.102722,-1.003797,-0.395825,-0.555029,-0.206879,-0.739026,-0.504483,-1.201108,0.312633,0.064508,0.821327,0.540637,-0.264418,-0.947324,-0.159051,-0.581299,-0.776644,0.774462,-0.090797,0.677217,1.085015,-0.180872,1.956071,0.281278,-3.408312,-0.009277,-0.440021,-0.037731,1.996592,2.016388,-0.143102,0.038106,2.265756,-0.072839,-0.180865,0.37616,0.129978,0.040862,-0.408806,0.833849,0.056113,-2.875485,-0.126278,-0.01898,-1.005084,0.463422,0.279685,0.407722,0.451786,-0.523708,0.093999,-0.081426,-0.319833,0.113906,0.14069,0.258493,0.078136,-0.257193,0.631731,0.154276,-0.790256,0.894486,1.187327,-0.962699,0.185477,-0.055739,1.15895,-0.378252,-0.294241,-0.070579,0.139248,0.3711,0.537947,-0.186723,-1.795291,-0.154883,0.041052,0.583737,0.668613,-0.234019,4.202962,0.654791,-0.034249,-1.213833,-0.196961,0.631542,0.115206,0.051068,0.234564,-0.594384,-0.120821,-0.215355,0.004423,0.495098,-1.649205,-0.3629,-0.17256,2.244003,0.829313,-0.454137,1.126583,-1.05983,2.410197,0.37581,-0.048324,-0.059873,-0.261434,-0.17697,-0.510328,0.408085,0.01636,-0.152256,0.687711,0.083517,0.136123,-0.294765,-0.268475,-0.800109,0.791464,-0.300821,-0.748269,-0.313239,-0.31545,0.177344,0.160487,1.462689,0.520911,1.012234,2.338829,-0.404119,-0.465979,1.217465,-0.533414,0.626822,-0.37102,-1.027452,0.159079,-0.166926,0.787135,0.664386,2.390514,0.090359,-0.036898,0.012242,2.416834,-0.117268,0.459579,-0.263293,-0.38304,1.839985,2.417781,-0.61449,-0.330667,-0.322247,-0.112591,-0.45103,-0.016519,0.238729,1.292206,-0.082231,0.473224,0.484825,0.212825,0.845374,-0.308743,-0.093092,0.377051,-1.848772,-1.028901,-0.147907,0.41836,0.528773,1.09612,2.341613,0.900392,-0.442189,-0.286532,-0.311284,0.497887,-0.079049,2.011235,-0.177319,-0.63164,0.646934,4.876965,0.18903,2.320806,0.174372,1.144648,-0.123931,1.318102,-0.737438,1.08495,-0.405735,0.211176,4.16286,-0.924077,0.7556,-0.635062,-0.124092,-1.284408,-2.932149,0.517715,0.062758
CMLT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.086382,0.232605,1.157569,-0.035218,-0.597638,-0.810058,-0.226702,-0.321115,-0.159893,-0.906718,-0.682751,-1.043421,-0.053911,-0.095653,0.398851,-0.936291,-0.382915,-1.1808,-0.59177,-1.476176,-1.742816,-0.241109,-0.087831,-0.246028,-1.102236,-0.144049,0.301937,-0.175293,-0.017437,0.426203,0.593583,2.592499,1.060616,-0.225778,-2.932538,-0.243622,0.320481,-0.00123,1.280837,1.167506,0.062287,-0.327565,-0.326675,-0.055357,-0.108043,0.418335,0.053865,0.192902,-0.174023,0.891222,0.115804,-2.284331,0.240325,-0.314582,-0.787949,0.308509,-0.264081,-0.134683,0.012943,-0.367865,-0.335358,-0.688818,0.270666,-0.770842,0.198488,-0.206154,0.086813,-0.016787,0.205038,-0.463638,-0.470093,1.32038,0.592287,-0.855021,0.307719,-0.132242,0.346189,-0.81431,-0.287974,-0.23062,0.330744,0.375157,0.96797,-0.520241,-1.320075,-0.619497,-0.02099,0.215188,0.334453,0.422855,3.494754,1.766879,0.837418,0.209461,0.58043,-0.137552,0.293406,-0.070023,0.382128,-0.288958,-0.053011,-0.336955,0.029963,1.566515,0.523554,0.056086,-0.259484,-0.354935,0.642427,0.234648,3.679695,-1.117858,0.247322,1.269174,0.459077,0.219357,-0.370291,-0.050942,-1.169435,-1.15658,-0.340739,-0.417281,1.197634,0.792838,0.093876,0.083985,-0.277109,-0.92541,0.504796,-0.441774,-0.989471,-0.307935,-0.58978,-0.025728,0.207286,-0.202913,0.615397,1.040467,-1.471751,-0.541189,-3.209988,0.585306,-0.696072,-0.151489,-0.194575,-1.076886,-1.479976,-0.341849,1.424982,0.788682,1.029605,0.218819,0.142855,-0.05433,1.957252,0.601363,1.371938,0.428345,0.55857,0.341544,0.196181,0.015906,-0.200488,-0.137888,0.21631,1.243601,2.983439,0.805052,0.547474,-0.190158,-0.357049,0.863808,1.013726,0.577114,-0.03415,-0.053314,-0.515261,-2.519208,-1.395049,0.148211,0.017107,0.41046,0.575593,2.724729,0.377228,-0.489869,-0.204325,-0.118866,-0.474792,-1.52686,2.375849,-0.433821,-1.039573,0.683363,0.920599,0.882263,-2.622613,0.020848,-0.796344,-0.017085,0.110254,-0.534996,1.152506,-0.114251,0.254613,5.581235,-1.699153,0.191519,0.096458,0.141804,-1.014862,-2.495678,0.329635,-1.014137
EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.080966,0.06461,0.274801,1.166335,0.407919,1.098686,0.12065,-1.26365,0.112731,-0.267371,-0.380074,0.032185,0.76154,-0.228184,0.478015,0.59337,0.12603,-0.957834,-0.360044,-0.952723,-1.133081,-0.026072,0.023347,0.49231,0.249358,-0.623579,0.150255,-0.118621,-0.122144,0.015967,1.214178,2.442873,-0.070696,0.362682,-3.044057,-0.207897,0.020265,0.115078,0.96957,0.995376,0.001644,-0.230603,-0.221982,-0.024439,-0.013358,0.315429,-0.209298,0.47292,0.28561,0.855528,-0.172218,-2.41339,0.043063,0.126308,-0.813235,0.069694,0.096948,0.204026,0.951445,-0.048767,-0.247623,-0.667551,-0.235282,-0.477564,0.032565,0.215679,0.124321,-0.009234,0.183021,-0.424716,-0.530625,0.851162,0.471658,-1.053401,0.116913,0.029613,0.858584,-1.043247,0.011499,-0.038446,0.110719,0.199416,0.106474,-0.599322,-1.204201,-0.675422,-0.24234,-0.041498,-0.337744,0.491437,1.594875,-1.033965,0.351163,-0.42626,0.335175,1.009648,0.62667,-0.837626,0.046084,-0.235906,-0.058609,-0.337463,-0.112271,-0.561014,-0.075274,-0.262311,0.681138,0.275718,0.330815,-0.369574,1.570756,0.49286,0.520012,0.414373,-0.02278,1.180233,-0.328646,-0.029995,-0.118515,0.172254,0.198076,0.281552,-0.109141,-0.20823,-0.232004,0.150501,-0.236325,-0.469855,0.293781,-0.423042,-0.245582,-0.317108,-0.434531,0.352731,-0.045312,0.280748,0.669455,1.139498,-0.506582,-0.437878,-1.617836,0.51176,-0.149318,0.578982,0.268819,1.457341,-1.186343,-0.190552,-1.567903,0.068856,2.3941,0.000984,0.029641,-0.150247,0.338449,0.214182,1.584149,-0.154,-0.361548,0.294621,1.414859,0.181719,0.091114,-0.10131,-0.116545,1.866734,1.501947,0.236471,0.19207,-0.097754,0.630156,0.205987,0.386076,0.331435,-0.55614,0.003096,0.662304,-0.565362,-0.970947,-0.025109,-0.176897,0.117926,1.304873,3.109935,0.193834,-0.339572,0.087673,0.160596,-0.31941,-0.869664,1.52791,-0.186756,-0.231453,0.391579,1.215195,0.46393,3.649349,-0.325404,-0.506042,-0.00726,-0.299861,-0.455602,0.421817,-0.060636,0.202414,5.917212,-0.637708,-0.680183,-0.133874,-0.090526,-1.059197,-2.598467,-0.240786,0.421736
PL21_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.03199,-0.007661,0.666599,1.024918,0.341671,1.208495,0.214124,-1.587039,0.214427,0.235134,0.060449,-1.23853,0.026469,-0.339129,-0.22457,-0.797401,-0.342783,-0.760519,-0.30824,-0.619848,-0.382814,0.240983,-0.057426,-0.177202,-0.046525,0.027486,0.651979,-0.194435,-0.247484,0.178365,0.675957,2.196177,-0.147085,0.176228,-2.860263,-0.083971,0.816536,0.101692,0.901434,0.761003,-0.065751,-0.509426,0.390838,-0.220729,-0.066569,-0.662316,-0.204998,0.030119,0.209389,0.808811,0.144052,-2.324643,0.104158,0.367451,-0.486779,-0.020117,0.682923,-0.115821,0.586955,-0.078238,-0.263157,0.188747,0.204602,-0.071161,-0.019596,-0.20043,0.010146,-0.082575,0.606894,-0.245114,-0.58027,1.086129,-0.442929,-0.575771,-0.576324,-0.149989,0.791769,-1.66217,-0.076109,-0.047768,0.059121,0.429572,0.563773,-0.145325,-0.949669,-0.117676,-0.07612,-0.067943,0.11321,0.687279,0.592416,2.271326,0.205831,-0.225933,0.057449,0.580316,0.677512,-0.071665,-0.182215,-0.452075,-0.053485,-0.104212,-0.106194,-0.215496,-0.404055,-0.126863,-0.550862,-0.258248,0.436626,-0.634245,0.820568,0.293508,-0.65413,0.813338,0.013897,0.939422,-0.35414,0.090977,-0.129389,0.75516,-0.062371,0.126816,0.657215,0.897746,0.089816,0.03282,0.193574,-0.746354,0.133061,-0.20625,0.188356,0.609198,0.208043,0.24115,-0.101257,-0.172331,1.556898,1.971209,-0.592013,-0.278472,-0.546932,0.336078,-0.477439,0.098335,-0.027733,0.674621,0.706956,-0.148437,-1.741792,0.607324,1.82084,0.400351,0.460323,0.19347,1.062787,-0.086676,1.396304,-0.650728,-1.944238,0.143049,0.929322,-0.13978,-0.278529,-0.306084,0.053383,1.643193,1.090424,0.031347,0.275839,0.210537,0.405267,0.631165,1.224147,0.009943,-1.275256,-0.183845,0.373179,-0.884575,-1.404357,0.055792,-0.238749,-0.102419,-0.427549,-0.811442,0.030168,-0.347075,0.086725,-0.007598,-0.311136,-0.771843,1.172208,-0.651262,-1.050496,-0.020971,0.987235,0.441383,4.750252,0.036885,-0.809185,0.089535,0.520815,-0.076668,0.660039,-0.381727,0.356277,4.498325,-0.627097,0.423984,0.375326,0.012606,-0.586795,-1.723878,0.004918,-0.519771
